Hcell	Pcell	Delta_mean_%	meanP	maxP	Variance_P	CV_P	meanH	maxH	new_meanH	new_maxH	new_Variance_H	new_CV_H
Cell#603	3950_1_2_1	-2.79	155397378994.23868	426986071545.0526	6026.793596189572	0.4995735880021512	10751000000.0	27787000000.0	10450967523.64604	27787000000.0	23.934214829137233	0.4681155784215745
Cell#356	3950_1_3_0_3_2	-33.44	117484624228.5069	429750690460.856	5514.110667523134	0.6320576715406572	49170000000.0	72108000000.0	32727477525.032127	72108000000.0	88.08947969969394	0.2867804151643836
Cell#436	3950_1_3_3_3_1	-29.56	159884423634.79807	483943655753.6366	7752.787300046098	0.550709766992348	17796000000.0	32618000000.000004	12536350369.337492	32618000000.000004	29.136273376802784	0.4305720950951768
Cell#540	3950_3_3_2_1_0	-40.35	66267481057.30927	295240543338.8172	1350.9780457310799	0.5546559588829069	1529000000.0000002	4096000000.0	912149848.8261135	4096000000.0	0.2587342736586446	0.557648823824186
Cell#444	3945_2_0_2	-19.03	148937567712.08435	445100185716.2052	7148.666521206094	0.5676861018490891	1850000000.0	4934000000.0	1498140918.3090122	4934000000.0	0.9535990884956764	0.6518238508914185
Cell#765	3952_2_2_1_0	-35.25	108153929678.54807	375439444340.4326	4803.894151950085	0.6408470818585849	12989000000.0	25820000000.0	8411352807.421591	25820000000.0	20.573328061349045	0.5392453716073174
Cell#413	3951_2_1_2_2	-26.11	156644009977.90747	456870423051.4623	8109.5939705227	0.574891335300039	2532000000.0	5680000000.0	1871041878.1904938	5680000000.0	1.2901577758804943	0.6070687873076375
Cell#830	3947_3_1_0	10.67	135179308504.12872	434562773233.6778	5707.266934098387	0.558861088328542	6975000000.0	23787000000.0	7718667783.196584	23787000000.0	16.16863247984585	0.5209479048523834
Cell#767	3948_1_1_2_0	-33.09	128257723913.54733	357230774025.2462	5364.948953497246	0.5710830475902181	13368000000.0	24877000000.0	8943779136.316664	24877000000.000004	25.746403033786134	0.5673319156498724
Cell#339	3939_2_1_1	-0.53	216576681700.10196	439867937491.21405	12573.492783905722	0.5177454287046039	37659000000.0	76036000000.0	37457700324.159836	76036000000.0	368.3975977213235	0.5124096310370533
Cell#814	3951_1_1_0_2	-26.41	104824837417.59793	394642654151.9487	3818.5143155167334	0.5894989203867962	24511000000.0	42598000000.0	18037367161.462543	42598000000.0	28.33939860240373	0.29513598791368867
Cell#653	3952_2_1_3	-30.37	117193211009.20915	335312969408.55206	3931.6066822859516	0.5350354750609085	1943000000.0	3590000000.0	1353170012.8435826	3590000000.0	0.4082319879800162	0.47217300167124215
Cell#515	3949_0_1_0	-31.4	122078329467.86159	433666357172.1682	5520.425460192154	0.608622070793169	27986000000.0	58779000000.0	19197767939.159687	58779000000.0	87.98523427704681	0.48860078425154096
Cell#548	3951_1_3_3_1	-33.42	94718237354.35977	366274863303.3689	3229.7298235119233	0.5999975671183415	19897000000.000004	39930000000.0	13248359926.404528	39930000000.0	30.287849684169135	0.41540536604464884
Cell#172	3950_2_0_3_0_3_1	3.25	154389842330.86816	397758646088.3977	7762.9888094698745	0.5706840785293622	16760000000.000002	42910000000.0	17305118737.526966	42910000000.0	85.2920907254592	0.53367861010864
Cell#868	3939_3_0_0	-25.37	114109869348.3624	370254276505.3917	3736.4817101852927	0.5356834416820687	11550999999.999998	24320000000.0	8621361607.467817	24320000000.0	13.648307188239139	0.428512537602068
Cell#278	3952_1_0_3_1	-49.36	81411530404.65598	409292835075.7004	3525.998326793877	0.7293821522961718	3102000000.0	6616000000.000001	1571373549.5522137	6616000000.000001	0.8492037285772099	0.5864439464430318
Cell#183	3945_1_0_3	-10.96	144798174058.2561	378717478923.2757	6056.592503270102	0.5374661187163459	32158000000.0	62269000000.0	28634559164.24558	62269000000.0	123.01177809470377	0.3873315257831734
Cell#301	3950_1_3_3_2_2	-28.29	122152154114.10313	413942402580.03705	4623.242626157025	0.5566371820435932	4895000000.0	12633000000.0	3510359147.012569	12632999999.999998	4.48408184372374	0.603233169478297
Cell#553	3939_0_3_3	-17.12	114792930260.81357	356443099035.706	5875.673155266419	0.6677496555286256	12509000000.0	21263000000.0	10367279891.073496	21263000000.0	11.337330792649448	0.3247809782635536
Cell#438	3945_1_1_0_1	-43.22	122136702571.2917	385966922501.5453	4435.572877422785	0.5452914257154053	3973000000.0000005	7322999999.999999	2256380529.6184397	7322999999.999999	1.6160560027966169	0.5633987250266285
Cell#873	3950_3_3_0_1	30.58	199312052042.88235	462984874840.37085	10828.995046080632	0.5221082035030059	32619999999.999996	88031000000.0	42594863833.94359	88031000000.0	313.6786981125267	0.4158007603465907
Cell#500	3963_0_1_0	-26.08	156369028708.51923	446084427644.3961	7530.545360586292	0.5549610151182376	13419000000.0	28346999999.999996	9918869508.388435	28346999999.999996	30.292190662104346	0.5548852289703561
Cell#927	3950_3_1_2_3_3	-3.9	207685694388.14957	459847512975.63293	10876.00760247408	0.5021438734742781	30864000000.0	66488000000.0	29661447518.69441	66488000000.0	228.66682240881693	0.5098110412975722
Cell#213	3945_3_0_0_2	-44.24	108032640797.83914	456829747309.7062	4165.915836958012	0.5974481952507972	6974000000.0	15460000000.0	3888917385.1546073	15460000000.0	4.567953587377649	0.5495815240208822
Cell#295	3964_2_3	-35.49	83227711485.7398	390887360120.30676	3288.162837073685	0.6889833158317845	27045000000.0	65683000000.00001	17447504407.049984	65683000000.00001	78.93466589652357	0.509214276114863
Cell#754	3950_2_0_3_0_3_0	-10.43	132073956027.21927	404354461465.26135	8462.932832166982	0.6965355075230333	29421999999.999996	56147000000.0	26352456913.299854	56147000000.0	99.90837711020735	0.3792973777955607
Cell#622	3939_2_1_2	-6.47	156687187198.49628	406228796744.2279	6394.792206077638	0.5103636493430572	9651000000.0	19546000000.0	9026503178.38133	19546000000.0	10.943990257387117	0.3664952155467387
Cell#460	3950_3_0_2_1_2	-51.96	62251510973.4203	278822097309.8004	1313.8072494640248	0.5822586241712584	34869000000.0	68272999999.99999	16752097993.658615	68272999999.99999	73.66825535818877	0.5123550104175035
Cell#302	3950_0_1_3_2	-51.64	113449613282.92928	405580736648.48755	6055.7805607048285	0.6859335493394104	20305000000.0	34766000000.0	9819671073.54036	34766000000.0	43.96802177783348	0.6752607743922144
Cell#100	3948_1_1_3_0	-18.9	117970087384.39433	347457899518.35596	3966.5974837937674	0.5338720257065761	11235000000.0	22325000000.0	9111730197.393023	22325000000.0	12.942713937025804	0.39483152802897326
Cell#200	3952_1_3_1_0	-26.95	126681166497.8579	444673982386.824	5595.505944640695	0.5904833102372495	28520000000.0	65810000000.0	20834752068.338383	65810000000.0	111.71869528350935	0.5073113639784416
Cell#812	3950_0_3_2_0	-17.07	148172389352.37994	465174720615.32367	6051.548826648951	0.5250080792257087	20159000000.000004	54975000000.0	16718209917.76204	54975000000.0	87.21916621658465	0.5586196280369443
Cell#598	3951_1_2_3_2	-21.61	133360676684.48712	372697303531.7165	6116.362610117551	0.5864335681925953	11821000000.0	26155000000.0	9265741111.53708	26154999999.999996	30.124739380349276	0.5923542210066763
Cell#812	3949_3_3_3_2	-15.66	135302941072.90031	416125956461.74854	4945.347232685857	0.5197460032170209	20159000000.000004	54975000000.0	17003161781.93377	54974999999.99999	89.52481193537288	0.5564703404118804
Cell#170	3943_0_1_0_1	-12.24	122056156690.91853	318967018404.24176	4643.246089727525	0.5582788305341481	31759000000.0	68773000000.0	27873039533.432384	68773000000.0	199.04571981310698	0.5061649758537577
Cell#628	3950_3_1_2_2_1_3	-41.62	130832889909.7013	422415312930.5019	7552.508552014636	0.664245587946602	24156999999.999996	41724000000.0	14103322795.093143	41724000000.0	67.96264017588622	0.584539245659511
Cell#960	3951_1_2_3_3	-43.49	133355183687.48859	447888524085.0322	6281.095045323047	0.5943028058204811	14099000000.0	23285000000.0	7966835095.25134	23285000000.0	14.608367631052305	0.47975003711475656
Cell#466	3950_2_1_0_2	-28.28	112575788911.81099	382596548726.90967	4783.815225748784	0.6143872567758797	824000000.0000001	1689000000.0	591153699.5671859	1689000000.0	0.07932091487910274	0.4764237964191489
Cell#114	3947_1_0_2	-10.97	204498465547.07535	480056394545.563	9960.155380418713	0.4880260484573753	1139000000.0	2568000000.0	1014215402.0888515	2568000000.0	0.3131234918635786	0.5517313022604001
Cell#323	3960_3_1	-42.01	120960070030.92137	416943535705.3458	4002.098776962828	0.523000220651782	14911000000.0	31203000000.000004	8646832913.701157	31203000000.000008	23.016973494316343	0.5548390785323234
Cell#810	3945_0_1_0_2	32.32	113397762366.2204	379900836422.25964	3789.5356509195476	0.5428608391602929	8336000000.0	36177000000.0	11030144711.965965	36177000000.0	33.35631208271796	0.5236098453775861
Cell#411	3950_0_2_3_2_3	-33.31	94249542110.18431	365088174997.591	2801.761604371744	0.5616119507383242	14116000000.0	23894000000.0	9413660146.578533	23894000000.0	7.88571261419231	0.2983059786230811
Cell#217	3949_0_2_1	-38.13	133506560091.86244	452292708747.8959	5492.6841273398095	0.555123619420471	15981000000.0	30590999999.999996	9887184499.486387	30591000000.0	22.703075870521623	0.4819141872894621
Cell#266	3952_2_0_1	-57.28	55435899321.24963	361640163978.8644	1353.9772417227705	0.6637653612921061	6058000000.0	16710000000.0	2588110536.963711	16709999999.999998	2.867139345279217	0.6542467581617923
Cell#19	3952_2_1_2_1	-45.24	116009457752.08707	439515807169.99304	5375.59448444074	0.63200403787676	46450000000.0	101745000000.0	25434509542.17106	101745000000.0	297.3259569628268	0.6779427882565319
Cell#299	3946_3_3_1	-49.49	86637996424.51585	325669669169.7416	2978.0455766962427	0.6298792035768036	23585000000.0	38007000000.0	11911688325.732218	38007000000.0	35.48386827738496	0.5000830766469441
Cell#460	3950_3_2_2_0_1	-33.57	118780737421.15503	378602298951.6939	5866.262540210662	0.6448144045572448	34869000000.0	68272999999.99999	23162504774.86745	68273000000.0	175.6037430473239	0.5721124022991722
Cell#576	3947_2_0_0_1	-19.48	116306232907.38766	383362445666.1155	5323.640851458484	0.6273376967514348	53173000000.0	92488000000.0	42817459403.55686	92488000000.0	184.67050197098152	0.31737876818097044
Cell#320	3962_1_3_2	-51.92	91439563189.07335	486903972315.9792	3398.7041094359615	0.637562163316097	15818000000.0	31449000000.0	7605318705.506627	31449000000.0	12.432890860803317	0.46362691748626017
Cell#255	3961_2_2	-44.87	65035480844.967514	384082514230.68146	1653.4410472105894	0.625236037277969	5648000000.0	15640000000.0	3113545580.051342	15640000000.0	2.507192897204288	0.5085558407433547
Cell#197	3950_0_2_3_3_3	-61.88	23197325857.697987	176832549134.9959	334.42152323875825	0.7883320569404114	46863000000.0	79402000000.0	17861875836.99932	79402000000.0	55.191745878781695	0.41592018731659014
Cell#103	3950_3_0_0_3	10.34	161409912996.10983	403584275295.7845	7260.362899917175	0.5278967168859331	3210000000.0	7510000000.0	3542179922.7004037	7510000000.0	1.8992723591575926	0.3890657552505589
Cell#550	3950_0_2_1_2_2	-31.99	144855642365.15445	512759835199.9125	6494.4441711196605	0.5563339681719094	46897000000.0	87580000000.0	31895954367.733562	87580000000.0	148.91242063741768	0.3825866928848874
Cell#415	3947_2_0_0_2	-23.43	85408084893.25287	350969362124.389	2709.422091403513	0.6094517802362851	7285000000.0	22601999999.999996	5577713794.943766	22602000000.0	11.05060023564734	0.5959868922418907
Cell#444	3950_3_1_3_3_2	-36.11	95991213107.87111	360443046411.93835	2882.9427648480564	0.5593537190964502	1850000000.0	4934000000.0	1182016989.7973042	4934000000.0	0.5747429018141741	0.6413765677408504
Cell#738	3950_2_3_2_2	-13.41	144034507600.09348	496020745945.24316	7799.745398170402	0.6131597818052051	14502000000.0	37789000000.0	12558016629.641602	37789000000.0	39.968558841914074	0.5034289550931179
Cell#131	3962_3_2_2	-24.2	113944527914.93321	419078143301.3186	5773.586199548957	0.6668518397931069	8931000000.0	24872000000.0	6770233408.264896	24872000000.0	20.232376463944565	0.6643849822965575
Cell#710	3950_2_3_0_0_1	-38.08	132492487451.83302	452371443700.60956	5822.995817464795	0.5759462903449053	24139000000.0	42770000000.0	14946232548.236954	42770000000.0	43.35548610813717	0.4405450185413889
Cell#775	3949_3_2_3_0	-23.32	118948459176.89615	412103072658.47766	4511.865287109241	0.5647018901953169	32662000000.0	48201000000.0	25043809932.299362	48201000000.0	26.584294146417637	0.20587905575112414
Cell#254	3963_1_2	-34.78	136463280806.14929	404575143583.7821	5517.009026766964	0.5442971233334275	9683000000.0	21006999999.999996	6315172118.207388	21006999999.999996	16.354968731689755	0.6403828128816644
Cell#580	3939_3_1	6.68	219249815623.55527	431267511142.2123	10428.762302577297	0.4657760436691115	18941000000.0	33595000000.0	20206283725.34474	33595000000.0	40.13523332608545	0.31352808456058057
Cell#909	3947_3_1_3_2	-31.97	91254771058.11885	460762987679.8773	3907.830800918705	0.6850342661902259	47387000000.0	93503999999.99998	32238728428.465427	93503999999.99998	102.92213738264488	0.3146853278206786
Cell#709	3948_1_1_3_3	-15.66	119655968481.72055	345223830022.6609	3733.480173198409	0.5106490854177946	10627000000.0	22653000000.000004	8963019168.526562	22653000000.000004	13.535789855434501	0.4104757229382886
Cell#326	3952_3_1_0	-38.87	82300296735.64005	338603158352.1208	2561.9381481097585	0.615011050436842	8238000000.0	16485000000.0	5036496711.8961315	16484999999.999998	5.049472279972107	0.44616391407226386
Cell#338	3948_1_3_0_2	-30.0	122587915901.38324	432451223474.15265	4523.614761346949	0.5486496980952429	25525000000.0	57485000000.0	17866897431.73485	57485000000.0	72.48661522061064	0.4765185000867574
Cell#260	3961_3_3	-40.54	86248243598.13382	283254372707.57983	2796.7948362250468	0.613168795004331	23213000000.0	41145000000.0	13803343444.545881	41145000000.00001	53.28867672194552	0.528850810188206
Cell#112	3943_3_3_1	-30.36	151703036862.67126	441798939478.1943	7251.324877207128	0.561325028042546	1222000000.0	2518000000.0	850742160.524854	2518000000.0	0.2380800219276945	0.5735397479209864
Cell#435	3947_1_1_2	-19.87	88102636019.25235	332518835185.8959	3299.6610747964523	0.6519972502506198	7464000000.0	15695000000.0	5980864316.947679	15695000000.0	5.072195493565679	0.37655987566077653
Cell#477	3962_1_0_1	-30.01	99763326182.46603	390558267307.6361	3630.196994342749	0.603940530361706	38014000000.0	68790000000.0	26605294946.520237	68790000000.0	73.97631224933355	0.32327957091214304
Cell#160	3950_3_1_1_0_3_0	-25.82	115630939035.97116	358332514392.4198	4126.038893525706	0.5555109272208142	40503000000.0	78418000000.0	30043645631.50171	78418000000.0	163.68441739289776	0.42584449530062646
Cell#93	3939_3_0_1	-51.6	71537696173.023	350570659145.3076	1853.752471235598	0.6018536818048944	17383000000.0	29708000000.000004	8412676658.800474	29708000000.000004	10.152177873181484	0.3787436951817939
Cell#247	3950_3_1_3_3_3	-16.25	77411915744.31177	227169987238.5337	1300.0489492385805	0.4657705626501792	14290999999.999998	40028000000.0	11968063061.640251	40028000000.0	44.818865469516865	0.5593795181196478
Cell#396	3950_2_0_3_0_2_1	-31.52	93235797195.81125	313033010231.6787	3141.9734713691955	0.6011994413930516	5857000000.0	11142999999.999998	4011219515.223516	11142999999.999998	3.367650506828783	0.4574957643898378
Cell#686	3952_2_3_2_3	-18.66	123306819608.27606	443977276845.0924	6809.72702039282	0.669233627324136	15263000000.0	37997000000.0	12414849301.212666	37997000000.0	44.094793027094966	0.5348748799580204
Cell#745	3945_0_0_1_2	-40.55	104223084694.48808	328264886923.8404	3395.6284018409165	0.5591085786510201	14644000000.0	26859000000.0	8706127184.81453	26859000000.0	21.95811108330809	0.5382356769245742
Cell#271	3962_2_0_0	-33.12	82094909239.52472	323476113916.8948	2955.6503973209683	0.6622322163360477	4964000000.0	8980000000.0	3319931258.708667	8980000000.0	1.5818072309063584	0.3788328984540545
Cell#142	3950_0_1_1_3	-26.76	102874616026.20326	394065689078.777	3555.7084605970986	0.5796353253826292	22923000000.0	40629000000.0	16788780085.779253	40629000000.0	23.35267303281398	0.28783868304625887
Cell#748	3944_0_3_0_0	-25.04	145909842817.6637	406678115372.6465	7003.5365363461215	0.5735537316445568	64935000000.0	142259000000.0	48678477480.26479	142259000000.0	896.1878120773634	0.6149821781610418
Cell#642	3952_3_2_1	-3.93	171044042693.51263	483813277178.83	11749.789640908773	0.6337341243690658	24761999999.999996	52446999999.99999	23789540485.28936	52446999999.99999	103.08974036523516	0.4267973061206061
Cell#23	3951_3_1_1_1	-13.08	144222268465.73514	417981246481.7877	6899.498560640165	0.5759389388873818	17382000000.0	45588000000.0	15108431427.89988	45588000000.0	84.86856825916902	0.609753160466205
Cell#246	3948_1_3_0_0	-51.54	74862026880.0791	373666441697.22266	1969.303665009964	0.5927816662457865	21989000000.0	36306000000.0	10655214158.82587	36306000000.0	14.595547552508222	0.35854858514828497
Cell#742	3952_1_0_1_1_3	-41.64	99518849239.9024	418555830699.5481	6568.910684749281	0.8144066907532973	23822000000.0	44220000000.0	13902497361.519266	44220000000.0	61.331512095935956	0.5633120153129334
Cell#261	3939_1_3_0	-49.78	115246763491.71794	424322074591.83234	5057.6555326609405	0.6170862730073193	16668000000.0	28785999999.999996	8370926530.571365	28786000000.0	21.693837106261306	0.5564096546805176
Cell#277	3950_2_2_2	-4.55	130845688635.96677	359314198179.0846	5064.049113146735	0.5438630291951918	8946000000.0	21614000000.0	8539336070.993663	21614000000.0	16.421411556600585	0.47454908130983164
Cell#906	3963_2_2_2	-30.09	93363225298.56657	319414576024.1715	3463.940331085738	0.6303900575391501	24440000000.0	45438000000.0	17084576807.404781	45438000000.00001	54.21344125511694	0.4309722053267102
Cell#54	3947_0_2_3_2	-7.19	77689366675.9952	305012578889.49713	2272.160178002253	0.6135612039464048	10900000000.0	31854000000.0	10116419985.840519	31854000000.0	20.37639411838506	0.44620744800489265
Cell#238	3945_3_0_0_3	-46.33	75158836636.78397	306433708908.913	2266.981114510331	0.6334960363399662	29009000000.0	43324000000.0	15568567268.034197	43324000000.0	32.779204168507206	0.36774819956348376
Cell#61	3948_1_3_0_3	-29.34	99933983255.2421	317640171121.24445	3377.5325150518247	0.5815493451961445	17940000000.0	35033000000.0	12675567616.862736	35033000000.0	34.29958121852242	0.4620372522812624
